round,p1_gold_this,p2_gold_this,p1_cum,p2_cum,total_cum,p1_pos_r,p1_pos_c,p2_pos_r,p2_pos_c,p1_bombs,p2_bombs,enemy_cum,gold_on_map,k,order,vp,p1_steps,p2_steps,p1_collisions,p2_collisions,vision_cost,cum_vision_cost,snap_valid,snap_win_begin,snap_win_end,snap_r1_gold,snap_r1_occ,snap_r2_gold,snap_r2_occ,snap_r3_gold,snap_r3_occ,snap_r4_gold,snap_r4_occ,snap_r5_gold,snap_r5_occ
33,0,0,20,30,50,2,13,11,2,0,0,24,331,4,0,0,4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,20,30,50,2,11,11,2,0,0,24,341,4,0,0,4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,3,17,33,50,1,11,12,2,1,0,29,349,4,0,1,4,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,17,33,50,2,11,11,1,0,0,30,360,4,0,0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,17,33,50,2,11,11,0,0,0,35,362,4,0,0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,17,33,50,1,10,11,0,0,0,35,374,4,0,0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,17,33,50,3,10,10,0,0,0,35,378,4,0,0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,16,33,49,2,9,10,1,0,0,35,393,4,0,1,4,2,0,0,1,8,1,30,40,90,0,66,0,20,0,77,0,140,0
41,2,0,18,33,51,3,8,11,0,0,0,35,403,4,0,0,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,0,22,33,55,6,8,11,0,0,0,37,402,4,0,0,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,0,29,33,62,6,9,10,0,0,0,37,403,4,0,0,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
44,6,0,35,33,68,8,7,10,0,0,0,37,405,4,0,0,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,34,33,67,7,7,10,0,0,0,37,412,4,0,1,4,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,34,33,67,9,7,10,0,0,0,37,418,4,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,34,33,67,8,10,10,1,0,0,37,425,4,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,34,33,67,7,8,10,2,0,0,37,435,4,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,34,33,67,7,7,10,0,0,0,37,450,4,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5,5,38,38,76,6,8,11,0,0,0,42,443,4,0,1,4,2,0,0,1,10,1,40,50,98,0,88,0,19,0,91,0,147,0
51,0,0,38,38,76,7,9,11,0,0,0,47,447,4,0,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,38,38,76,6,9,12,0,0,0,51,448,4,0,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7,0,45,38,83,4,7,12,0,0,0,51,449,4,0,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,45,38,83,4,7,13,1,0,0,51,457,4,0,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,42,38,80,4,7,14,2,1,0,52,466,4,0,1,4,2,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,42,38,80,3,8,14,2,0,0,52,475,4,0,0,4,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,2,46,40,86,2,7,15,3,0,0,52,476,4,0,0,4,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5,0,51,40,91,3,4,14,3,0,0,53,478,4,0,0,4,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,0,55,38,93,3,4,13,3,0,1,51,483,4,0,0,4,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,1,58,39,97,1,3,12,3,0,0,55,485,4,0,1,4,2,0,0,1,12,1,50,60,100,0,94,0,25,0,104,0,162,0
61,4,0,62,39,101,2,2,12,3,0,0,58,483,4,0,0,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,0,65,39,104,4,2,12,3,0,0,62,486,4,0,0,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,65,39,104,2,2,13,3,0,0,62,493,4,0,0,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
64,7,2,72,41,113,1,2,12,4,0,0,62,492,4,0,0,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
65,14,0,85,41,126,0,0,12,3,0,0,68,479,4,0,1,4,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,5,85,46,131,1,1,11,2,0,0,68,485,4,0,0,4,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,85,46,131,0,2,12,3,0,0,68,493,4,0,0,4,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,5,85,51,136,2,1,11,4,0,0,72,497,4,0,0,4,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4,1,89,52,141,3,1,10,4,0,0,72,500,4,0,0,4,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,5,88,57,145,1,1,9,3,0,0,72,506,4,0,1,4,2,0,0,1,14,1,60,70,85,0,107,0,42,0,105,0,167,0
71,0,0,88,57,145,0,1,9,3,0,0,72,515,4,0,0,4,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,1,88,58,146,1,1,8,3,0,0,75,518,4,0,0,4,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,3,88,61,149,2,1,8,3,0,0,83,515,4,0,0,4,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,0,91,61,152,3,1,7,3,0,0,83,524,4,0,0,4,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,90,61,151,3,1,8,4,0,0,83,533,4,0,1,4,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,90,61,151,1,2,9,4,0,0,83,545,4,0,0,4,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6,4,96,65,161,2,3,10,5,0,0,83,542,4,0,0,4,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6,1,102,66,168,3,5,10,5,0,0,83,544,4,0,0,4,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7,1,109,67,176,0,6,8,5,0,0,83,544,4,0,0,4,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,109,68,177,0,7,8,5,0,0,89,545,4,0,1,4,2,0,0,1,16,1,70,80,79,0,125,0,45,0,120,0,176,0
81,1,4,110,72,182,1,8,8,4,0,0,91,548,4,0,0,4,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,0,112,72,184,0,6,8,4,0,0,95,551,4,0,0,4,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,5,112,77,189,1,6,8,6,0,0,95,551,4,0,0,4,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6,1,118,78,196,2,5,8,7,0,0,98,547,4,0,0,4,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,5,120,83,203,1,5,8,8,0,0,98,552,4,0,1,4,2,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3,5,123,88,211,0,5,9,8,0,0,98,547,4,0,0,4,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,2,124,90,214,0,6,9,10,0,0,103,551,4,0,0,4,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,0,127,90,217,1,6,9,10,0,0,103,554,4,0,0,4,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,4,127,94,221,1,5,10,9,0,0,103,561,4,0,0,4,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,6,126,100,226,0,5,12,9,0,0,103,567,4,0,1,4,2,0,0,1,18,1,80,90,92,0,138,0,26,0,134,0,177,0
91,0,0,126,100,226,0,7,12,9,0,0,108,574,4,0,0,4,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,126,100,226,0,8,10,9,0,0,108,586,4,0,0,4,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,0,129,100,229,1,8,9,8,0,0,115,587,4,0,0,4,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
94,10,0,139,100,239,1,5,9,8,0,0,120,584,4,0,0,4,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,7,138,107,245,0,5,10,7,0,0,120,584,4,0,1,4,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,138,107,245,0,5,10,7,0,0,123,587,4,0,0,4,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,138,107,245,1,5,9,7,0,0,123,601,4,0,0,4,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,0,140,107,247,1,5,9,8,0,0,123,608,4,0,0,4,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,140,107,247,0,4,9,8,0,0,123,613,4,0,0,4,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,2,139,109,248,0,6,9,10,0,0,123,618,4,0,1,4,2,0,0,1,20,1,90,100,101,0,157,0,28,0,145,0,187,0
101,0,3,139,112,251,1,6,10,11,0,0,123,626,4,0,0,4,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,139,112,251,0,4,9,10,0,0,123,629,4,0,0,4,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
103,11,2,150,114,264,1,1,8,10,0,0,123,625,4,0,0,4,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,0,154,114,268,1,2,8,10,0,0,123,630,4,0,0,4,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,0,155,114,269,2,1,9,10,0,0,123,638,4,0,1,4,2,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
106,9,3,164,117,281,4,0,9,12,0,0,128,627,4,0,0,4,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,5,164,122,286,3,0,9,11,0,0,134,627,4,0,0,4,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,4,166,126,292,4,1,11,11,0,0,134,632,4,0,0,4,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,166,124,290,3,1,11,11,0,1,134,643,4,0,0,4,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
110,13,6,178,130,308,5,2,12,10,0,0,141,626,4,0,1,4,2,0,0,1,22,1,100,110,82,0,160,0,37,0,166,0,181,0
111,6,0,184,130,314,5,3,12,9,0,0,150,620,4,0,0,4,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
112,10,4,194,134,328,5,7,12,9,0,0,151,615,4,0,0,4,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,0,197,134,331,7,7,12,9,0,0,151,618,4,0,0,4,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,0,200,134,334,9,6,11,10,0,0,156,618,4,0,0,4,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,0,200,134,334,9,4,12,11,0,0,156,627,4,0,1,4,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
116,4,5,204,139,343,8,4,13,11,0,0,158,624,4,0,0,4,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,10,206,149,355,9,5,15,11,0,0,158,622,4,0,0,4,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3,0,209,149,358,11,5,15,11,0,0,170,620,4,0,0,4,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
119,5,0,214,149,363,11,5,15,11,0,0,178,621,4,0,0,4,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
120,5,9,218,158,376,10,6,16,12,0,0,183,612,4,0,1,4,2,0,0,1,24,1,110,120,111,0,143,0,35,0,155,0,168,0
121,8,0,226,158,384,12,4,16,12,0,0,183,612,4,0,0,4,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,5,226,163,389,12,4,16,10,0,0,183,619,4,0,0,4,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6,0,232,163,395,12,4,16,11,0,0,190,616,4,0,0,4,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
124,4,0,236,163,399,12,6,14,11,0,0,195,617,4,0,0,4,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,235,163,398,12,4,14,11,0,0,196,624,4,0,1,4,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2,8,237,171,408,11,4,14,11,0,0,197,621,4,0,0,4,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
127,5,0,242,171,413,11,4,15,11,0,0,197,620,4,0,0,4,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5,0,247,171,418,12,5,15,11,0,0,200,625,4,0,0,4,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2,0,249,171,420,13,5,16,12,0,0,200,635,4,0,0,4,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3,8,251,179,430,13,6,15,13,0,0,200,630,4,0,1,4,2,0,0,1,26,1,120,130,128,0,145,0,42,0,147,0,168,0
131,4,4,255,183,438,15,5,16,14,0,0,204,625,4,0,0,4,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,255,183,438,13,6,16,13,0,0,204,636,4,0,0,4,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
133,11,1,266,184,450,14,8,16,12,0,0,204,633,4,0,0,4,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,266,184,450,14,7,16,13,0,0,206,640,4,0,0,4,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7,0,272,184,456,14,9,16,13,0,0,206,645,4,0,1,4,2,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2,0,274,184,458,15,10,16,12,0,0,206,653,4,0,0,4,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
137,8,0,282,184,466,13,11,16,13,0,0,206,655,4,0,0,4,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,283,184,467,15,12,16,13,0,0,217,650,4,0,0,4,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,283,184,467,14,11,15,13,0,0,219,655,4,0,0,4,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4,0,286,184,470,14,12,15,13,0,0,221,655,4,0,1,4,2,0,0,1,28,1,130,140,129,0,160,0,48,0,159,0,159,0
141,0,9,286,193,479,14,11,14,14,0,0,223,654,4,0,0,4,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
142,5,0,291,193,484,14,11,14,14,0,0,228,654,4,0,0,4,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,7,291,200,491,12,11,13,13,0,0,230,655,4,0,0,4,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
144,4,1,295,201,496,10,10,12,14,0,0,233,656,4,0,0,4,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
145,4,0,298,201,499,8,10,14,14,0,0,239,652,4,0,1,4,2,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,298,201,499,9,10,14,14,0,0,241,658,4,0,0,4,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9,3,307,204,511,11,9,14,13,0,0,244,653,4,0,0,4,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4,0,311,204,515,12,8,15,12,0,0,244,661,4,0,0,4,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
149,12,0,323,204,527,12,8,15,11,0,0,244,663,4,0,0,4,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,0,323,204,527,11,9,16,11,0,0,244,673,4,0,1,4,2,0,0,1,30,1,140,150,146,0,165,0,43,0,170,0,149,0
151,0,0,323,204,527,9,10,16,12,0,0,249,675,4,0,0,4,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,323,204,527,8,10,15,11,0,0,257,681,4,0,0,4,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
153,5,0,328,204,532,10,11,16,11,0,0,257,683,4,0,0,4,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
154,10,0,338,204,542,13,11,16,11,0,0,262,683,4,0,0,4,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,337,204,541,15,10,15,11,0,0,264,695,4,0,1,4,2,1,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7,0,344,204,548,15,12,16,12,0,0,269,692,4,0,0,4,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,5,344,209,553,15,13,16,10,0,0,278,684,4,0,0,4,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
158,4,3,348,212,560,15,13,16,9,0,0,289,675,4,0,0,4,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
159,4,5,352,217,569,14,13,15,10,0,0,296,672,4,0,0,4,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,0,353,217,570,15,14,15,11,0,0,301,676,4,0,1,4,2,0,0,1,32,1,150,160,150,0,167,0,52,0,162,0,145,0
161,11,0,364,217,581,16,16,15,11,0,0,301,673,4,0,0,4,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,364,217,581,15,16,16,10,0,0,307,675,4,0,0,4,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,364,217,581,15,16,15,11,0,0,316,673,4,0,0,4,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
164,4,3,368,220,588,13,16,15,11,0,0,317,673,4,0,0,4,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,4,368,224,592,12,16,16,10,0,0,317,672,4,0,1,4,2,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,4,368,228,596,12,16,15,10,0,0,321,675,4,0,0,4,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
167,13,0,381,228,609,12,13,16,10,0,0,321,670,4,0,0,4,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
168,5,0,386,228,614,11,13,16,11,0,0,326,670,4,0,0,4,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,384,228,612,12,13,16,12,1,0,330,675,4,0,0,4,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,3,383,231,614,12,12,16,12,0,0,331,676,4,0,1,4,2,0,0,1,34,1,160,170,148,0,171,0,57,0,165,0,135,0
171,3,1,386,232,618,12,12,15,12,0,0,333,677,4,0,0,4,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2,2,388,234,622,12,11,16,13,0,0,333,682,4,0,0,4,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,388,234,622,12,12,16,13,0,0,338,686,4,0,0,4,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3,0,391,234,625,11,11,16,13,0,0,342,689,4,0,0,4,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4,0,394,234,628,13,11,16,13,0,0,342,693,4,0,1,4,2,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,3,394,237,631,14,11,15,13,0,0,348,696,4,0,0,4,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
177,4,5,398,242,640,14,11,16,14,0,0,352,692,4,0,0,4,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2,0,400,242,642,15,10,16,13,0,0,360,693,4,0,0,4,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
179,14,0,414,242,656,13,8,16,13,0,0,365,683,4,0,0,4,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3,2,416,244,660,12,8,14,13,0,0,367,680,4,0,1,4,2,0,0,1,36,1,170,180,145,0,176,0,60,0,171,0,128,0
181,7,0,423,244,667,12,5,14,13,0,0,369,680,4,0,0,4,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
182,6,0,429,244,673,11,5,14,13,0,0,370,685,4,0,0,4,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
183,10,0,439,244,683,11,6,15,13,0,0,374,679,4,0,0,4,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,4,439,248,687,11,5,15,12,0,0,379,678,4,0,0,4,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,2,438,250,688,11,6,15,11,0,0,383,684,4,0,1,4,2,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,438,250,688,11,5,16,12,0,0,383,688,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
